source,title,company,salary,salary_num,skills,location,date,experience_level,category
Habr Career,Hadoop Administrator,Not specified,NegotiableПохожие специалисты получают 189 000 - 290 000 RUB,2100.0,Apache HadoopАдминистрирование баз данныхБазы данныхUnixPostgreSQLOracle,,,Middle,Data Engineering
Habr Career,Head of Digital Transformation / Development Director FinTech × Bank,Not specified,Negotiable,,Управление проектамиУправление продуктамиВедение переговоровСистемный анализSQLБазы данных,,,Lead,Management
Habr Career,Communication art director (offline direction),Not specified,NegotiableПохожие специалисты получают 152 000 - 348 000 RUB,1689.0,Управление людьмиАрт-директинг,,,Lead,Management
Habr Career,1C Project Director,Not specified,NegotiableПохожие специалисты получают 307 000 - 434 000 RUB,3411.0,Управление проектамиУправление рискамиБизнес-консультирование1C: ERP,,,Lead,Management
Habr Career,"Maintenance engineer for security systems, video surveillance and communication systems",Not specified,до 70 000 RUB,70000.0,Техническая поддержка,,,Middle,Security
Habr Career,HR automation project manager,Not specified,NegotiableПохожие специалисты получают 150 000 - 241 000 RUB,1667.0,Управление проектами,,,Middle,Management
Habr Career,Information Security Project Manager (protection against information leaks),Not specified,NegotiableПохожие специалисты получают 104 000 - 210 000 RUB,1156.0,AgileWaterfallSIEMЗащита информации,,,Middle,Security
Habr Career,Support Project Manager (IT),Not specified,NegotiableПохожие специалисты получают 110 000 - 225 000 RUB,1222.0,Управление проектами,,,Middle,Management
Habr Career,Local support system administrator,Not specified,NegotiableПохожие специалисты получают 85 000 - 192 000 RUB,85000.0,Администрирование сетейСистемное администрирование,,,Middle,System Admin
Habr Career,Sales Manager of Information Security Solutions,Not specified,NegotiableПохожие специалисты получают 101 000 - 210 000 RUB,1122.0,ПродажиИнформационная безопасность,,,Middle,Security
Habr Career,Leading sales manager for information security software products,Not specified,NegotiableПохожие специалисты получают 157 000 - 257 000 RUB,1744.0,Информационные технологии,,,Lead,Security
Habr Career,Project Manager (Q&C),Not specified,NegotiableПохожие специалисты получают 140 000 - 300 000 RUB,1556.0,Управление проектами,,,Middle,Management
Habr Career,System administrator for unified communications (VOIP/VKS),Not specified,Negotiable,,Администрирование оборудования CiscoВКС,,,Middle,System Admin
Habr Career,Information security expert (KII automated process control system),Not specified,NegotiableПохожие специалисты получают 130 000 - 203 000 RUB,1444.0,Защита информации,,,Middle,Security
Habr Career,Network infrastructure information security architect (APCS),Not specified,NegotiableПохожие специалисты получают 291 000 - 413 000 RUB,3233.0,Сетевая безопасность,,,Middle,Security
Habr Career,Professional Services Project Manager,Not specified,Negotiable,,Управление проектами,,,Middle,Management
Habr Career,Account Manager / Project manager,Not specified,от 70 000 до 110 000 RUB,70000.0,Управление проектамиУправление людьмиВедение переговоровПроектное планированиеПоддержка клиентовУправление бизнес-процессамиОптимизация бизнес-процессовУправление рискамиУправление разработкой,,,Middle,Management
Habr Career,Head of a group of analysts and programmers 1C / Team Lead,Not specified,NegotiableПохожие специалисты получают 154 000 - 264 000 RUB,1711.0,Системный анализПланирование,,,Lead,Management
Habr Career,"Scrum master (office only, Vladivostok)",Not specified,NegotiableПохожие специалисты получают 166 000 - 250 000 RUB,1844.0,ScrumAgileKanbanFlow,,,Middle,Management
Habr Career,Project Manager 1C,Not specified,NegotiableПохожие специалисты получают 130 000 - 250 000 RUB,1444.0,Ведение переговоровMS ProjectУправление проектами,,,Middle,Management
Habr Career,Project Manager 1C:UAT (TMS/FMS),Not specified,NegotiableПохожие специалисты получают 180 000 - 312 000 RUB,2000.0,Руководитель проектов 1С,,,Middle,Management
Habr Career,Project manager 1C ERP (management accounting),Not specified,от 250 000 до 350 000 RUB,2778.0,Управление проектамиРуководитель проектов 1С1C: ERPБюджетирование проектовВедение переговоровУправление людьмиПланированиеПродвижение проектов,,,Middle,Management
Global_Job,Product Manager,Company (201-500 emp.),56011.96,56012.0,"Python, JavaScript, Kubernetes, TensorFlow, GCP","Bermuda, Port James",20-11-2024,Middle,Management
Global_Job,AI Researcher,Company (51-200 emp.),Negotiable,,"GCP, Pandas, Java","Iran, Levineburgh",27-03-2024,Middle,Data Science
Global_Job,AI Researcher,Company (501-1000 emp.),Negotiable,,"JavaScript, Java, GCP","Angola, Michaelfort",21-04-2025,Middle,Data Science
Global_Job,Data Scientist,Company (1001-5000 emp.),Negotiable,,"GCP, TensorFlow, JavaScript, AWS","Bhutan, Josephfurt",22-07-2023,Middle,Data Science
Global_Job,AI Researcher,Company (201-500 emp.),68780.21,68780.0,"SQL, Docker, Python, JavaScript, AWS, TensorFlow","Argentina, Devonside",16-07-2023,Middle,Data Science
Global_Job,Data Engineer,Company (1001-5000 emp.),Negotiable,,"GCP, Java, AWS, Excel, Kubernetes","Canada, Lake Kevinton",01-12-2024,Middle,Data Engineering
Global_Job,Product Manager,Company (10000+ emp.),83955.73,83956.0,"Java, JavaScript, SQL, Python, AWS, Pandas","Botswana, South Danielle",18-01-2025,Middle,Management
Global_Job,Product Manager,Company (10000+ emp.),Negotiable,,"Excel, Python, TensorFlow, Kubernetes","Belarus, Jonesport",19-11-2023,Middle,Management
Global_Job,QA Engineer,Company (5001-10000 emp.),107927.79,1199.0,"Kubernetes, Python, Excel, SQL, GCP, TensorFlow","Christmas Island, Waltersburgh",14-02-2025,Middle,QA & Testing
Global_Job,Product Manager,Company (51-200 emp.),86286.22,86286.0,"Pandas, AWS, Docker, JavaScript, Kubernetes, TensorFlow","Bouvet Island (Bouvetoya), Carlsonborough",02-03-2024,Middle,Management
Global_Job,Data Engineer,Company (1001-5000 emp.),Negotiable,,"Excel, Python, SQL","Pakistan, Smithchester",21-03-2025,Middle,Data Engineering
Global_Job,Product Manager,Company (10000+ emp.),Negotiable,,"TensorFlow, Python, Excel, Kubernetes","Armenia, Frederickview",17-03-2025,Middle,Management
Global_Job,DevOps Engineer,Company (501-1000 emp.),95512.77,95513.0,"GCP, Java, Python, SQL, TensorFlow","Barbados, Thomasbury",27-02-2024,Middle,DevOps & Cloud
Global_Job,QA Engineer,Company (5001-10000 emp.),102898.81,1143.0,"GCP, JavaScript, SQL, TensorFlow, Pandas","Botswana, North Cheryl",25-06-2024,Middle,QA & Testing
Global_Job,DevOps Engineer,Company (501-1000 emp.),Negotiable,,"SQL, Python, Excel, TensorFlow, Docker, GCP","Bolivia, Port Ashleyborough",03-01-2024,Middle,DevOps & Cloud
Global_Job,AI Researcher,Company (5001-10000 emp.),Negotiable,,"Python, TensorFlow, Java","Anguilla, Wandachester",11-12-2023,Middle,Data Science
Global_Job,Data Engineer,Company (51-200 emp.),Negotiable,,"Docker, GCP, Pandas, SQL, Python, TensorFlow","Bahamas, West Jaredshire",15-12-2024,Middle,Data Engineering
Global_Job,QA Engineer,Company (10000+ emp.),90795.87,90796.0,"Python, JavaScript, TensorFlow, Docker","Cape Verde, Daniellemouth",05-12-2024,Middle,QA & Testing
Global_Job,AI Researcher,Company (201-500 emp.),Negotiable,,"Excel, Kubernetes, SQL, GCP, AWS, Java","New Zealand, New Kelly",28-08-2023,Middle,Data Science
Global_Job,QA Engineer,Company (Jan-50 emp.),63325.35,63325.0,"Docker, AWS, SQL, Java, Pandas, JavaScript","Benin, West Abigail",25-02-2024,Middle,QA & Testing
Global_Job,Data Engineer,Company (5001-10000 emp.),96340.8,96341.0,"SQL, JavaScript, Docker, Pandas, AWS, Java","Lao People's Democratic Republic, South Timothy",02-02-2024,Middle,Data Engineering
Global_Job,Product Manager,Company (5001-10000 emp.),91551.75,91552.0,"Excel, Docker, AWS, Pandas","Costa Rica, Lewisborough",19-02-2024,Middle,Management
Global_Job,AI Researcher,Company (201-500 emp.),116695.92,1297.0,"Kubernetes, TensorFlow, Java","Libyan Arab Jamahiriya, Melissaland",03-08-2024,Middle,Data Science
Global_Job,Data Scientist,Company (1001-5000 emp.),Negotiable,,"Java, AWS, Excel, Docker, Pandas, GCP","Antarctica (the territory South of 60 deg S), North Mary",11-03-2025,Middle,Data Science
Global_Job,Product Manager,Company (Jan-50 emp.),Negotiable,,"AWS, TensorFlow, Python, Excel","Guernsey, South Rachaelbury",12-05-2025,Middle,Management
Global_Job,Product Manager,Company (10000+ emp.),Negotiable,,"Docker, Kubernetes, GCP, AWS","Faroe Islands, Sarahland",20-03-2025,Middle,Management
Global_Job,Product Manager,Company (51-200 emp.),91726.88,91727.0,"Java, Excel, Docker, Python","Cameroon, North Kelly",30-03-2025,Middle,Management
Global_Job,AI Researcher,Company (10000+ emp.),Negotiable,,"TensorFlow, JavaScript, SQL","Faroe Islands, South Leonville",16-05-2024,Middle,Data Science
Global_Job,Product Manager,Company (201-500 emp.),Negotiable,,"GCP, Python, JavaScript, AWS, Kubernetes, SQL","Antarctica (the territory South of 60 deg S), Roytown",01-01-2024,Middle,Management
Global_Job,QA Engineer,Company (201-500 emp.),90463.61,90464.0,"TensorFlow, Python, SQL","Bolivia, Keithton",22-01-2024,Middle,QA & Testing
Global_Job,AI Researcher,Company (10000+ emp.),Negotiable,,"Kubernetes, Docker, Python, Pandas, TensorFlow","Belize, Ericstad",27-05-2024,Middle,Data Science
Global_Job,AI Researcher,Company (51-200 emp.),117946.57,1311.0,"AWS, Python, TensorFlow, Pandas, JavaScript","Bhutan, South Cameron",18-03-2024,Middle,Data Science
Global_Job,Data Engineer,Company (51-200 emp.),64342.38,64342.0,"Docker, Pandas, Java","Bhutan, South Shirley",27-04-2024,Middle,Data Engineering
Global_Job,DevOps Engineer,Company (201-500 emp.),Negotiable,,"Docker, JavaScript, Python, SQL, Java","Belarus, Lauraland",09-02-2024,Middle,DevOps & Cloud
Global_Job,Product Manager,Company (51-200 emp.),69503.11,69503.0,"Docker, Python, TensorFlow, Java, Excel, SQL","Armenia, Shahmouth",09-12-2024,Middle,Management
Global_Job,Data Engineer,Company (Jan-50 emp.),Negotiable,,"GCP, Pandas, JavaScript","Martinique, Jenkinsbury",19-04-2024,Middle,Data Engineering
Global_Job,Product Manager,Company (5001-10000 emp.),Negotiable,,"Kubernetes, Python, Excel","Estonia, South Emilybury",01-09-2023,Middle,Management
Global_Job,Product Manager,Company (10000+ emp.),72372.03,72372.0,"SQL, TensorFlow, Excel, AWS, GCP","Kazakhstan, Travisland",02-10-2024,Middle,Management
Global_Job,QA Engineer,Company (1001-5000 emp.),56952.75,56953.0,"Python, TensorFlow, SQL, JavaScript","Estonia, East Kimberly",27-01-2025,Middle,QA & Testing
Global_Job,QA Engineer,Company (501-1000 emp.),Negotiable,,"JavaScript, GCP, Excel","Cambodia, South Stephen",09-11-2023,Middle,QA & Testing
Global_Job,AI Researcher,Company (10000+ emp.),Negotiable,,"Excel, Pandas, AWS, Python","China, East Carloshaven",20-03-2025,Middle,Data Science
Global_Job,Data Engineer,Company (501-1000 emp.),100915.78,1121.0,"Pandas, Python, Docker","Cameroon, New Donaldfort",23-06-2025,Middle,Data Engineering
Global_Job,Data Scientist,Company (1001-5000 emp.),Negotiable,,"JavaScript, Kubernetes, SQL","Bermuda, Patrickfort",09-09-2023,Middle,Data Science
Global_Job,DevOps Engineer,Company (10000+ emp.),Negotiable,,"TensorFlow, SQL, JavaScript","Bhutan, Lesliemouth",10-02-2025,Middle,DevOps & Cloud
Global_Job,Product Manager,Company (Jan-50 emp.),Negotiable,,"Docker, GCP, Kubernetes, TensorFlow, SQL","Belarus, East Maria",16-07-2023,Middle,Management
Global_Job,AI Researcher,Company (1001-5000 emp.),95966.93,95967.0,"JavaScript, Java, Docker, AWS","Ethiopia, Lambberg",15-09-2023,Middle,Data Science
Global_Job,DevOps Engineer,Company (5001-10000 emp.),Negotiable,,"TensorFlow, Kubernetes, AWS, GCP, Docker, Excel","Brunei Darussalam, Port Timothymouth",07-11-2024,Middle,DevOps & Cloud
Global_Job,Data Scientist,Company (501-1000 emp.),107359.5,1193.0,"Kubernetes, Java, SQL, JavaScript","Bosnia and Herzegovina, Lake Tara",08-06-2025,Middle,Data Science
Global_Job,Product Manager,Company (Jan-50 emp.),Negotiable,,"TensorFlow, Pandas, Kubernetes, AWS, GCP, Excel","China, Padillaburgh",21-03-2025,Middle,Management
Global_Job,QA Engineer,Company (51-200 emp.),Negotiable,,"JavaScript, AWS, Kubernetes, Python","Bermuda, Brockshire",06-06-2025,Middle,QA & Testing
Global_Job,Data Scientist,Company (10000+ emp.),Negotiable,,"JavaScript, SQL, Pandas, Excel, Python, TensorFlow","Afghanistan, Jennifertown",24-12-2024,Middle,Data Science
Global_Job,Data Scientist,Company (51-200 emp.),Negotiable,,"Python, AWS, TensorFlow, JavaScript, Docker","Albania, Port John",19-10-2024,Middle,Data Science
Global_Job,QA Engineer,Company (1001-5000 emp.),68822.92,68823.0,"JavaScript, SQL, AWS","British Indian Ocean Territory (Chagos Archipelago), West Valeriebury",11-10-2024,Middle,QA & Testing
Global_Job,AI Researcher,Company (1001-5000 emp.),Negotiable,,"Docker, Excel, TensorFlow, Java","Bolivia, Tranbury",31-07-2024,Middle,Data Science
Global_Job,QA Engineer,Company (51-200 emp.),Negotiable,,"AWS, TensorFlow, Pandas, SQL, Java","Belgium, Susanbury",03-12-2024,Middle,QA & Testing
Global_Job,Product Manager,Company (501-1000 emp.),Negotiable,,"AWS, Excel, TensorFlow, Docker","American Samoa, Port John",24-03-2024,Middle,Management
Global_Job,QA Engineer,Company (5001-10000 emp.),Negotiable,,"AWS, SQL, Java, Docker","Cape Verde, New Johnbury",17-02-2024,Middle,QA & Testing
Global_Job,DevOps Engineer,Company (Jan-50 emp.),Negotiable,,"AWS, Pandas, Docker, TensorFlow, GCP, Excel","Aruba, Maciasshire",05-01-2025,Middle,DevOps & Cloud
Global_Job,DevOps Engineer,Company (Jan-50 emp.),61386.61,61387.0,"AWS, Kubernetes, Excel","Germany, Websterside",29-08-2023,Middle,DevOps & Cloud
Global_Job,QA Engineer,Company (201-500 emp.),76847.79,76848.0,"JavaScript, Python, Docker, GCP, Kubernetes, SQL","Ethiopia, Garciachester",20-08-2024,Middle,QA & Testing
Global_Job,Product Manager,Company (1001-5000 emp.),105189.09,1169.0,"Java, SQL, GCP, AWS, Excel, Python","France, Port Amandamouth",22-05-2024,Middle,Management
Global_Job,AI Researcher,Company (1001-5000 emp.),112484.39,1250.0,"Java, GCP, Pandas","Azerbaijan, Port Adriana",01-01-2025,Middle,Data Science
Global_Job,Data Scientist,Company (1001-5000 emp.),88631.06,88631.0,"Excel, JavaScript, Java","Czech Republic, Dennisside",12-01-2024,Middle,Data Science
Global_Job,DevOps Engineer,Company (10000+ emp.),84337.1,84337.0,"Excel, AWS, Java","Czech Republic, Morahaven",12-07-2025,Middle,DevOps & Cloud
Global_Job,DevOps Engineer,Company (201-500 emp.),Negotiable,,"Pandas, Docker, Kubernetes, Python","El Salvador, Robinsonland",10-11-2023,Middle,DevOps & Cloud
Global_Job,AI Researcher,Company (51-200 emp.),68980.89,68981.0,"GCP, Docker, Pandas","Cambodia, Lopezberg",15-06-2025,Middle,Data Science
Global_Job,AI Researcher,Company (501-1000 emp.),Negotiable,,"SQL, Java, Kubernetes, Docker, TensorFlow","Cambodia, Hamiltonhaven",20-08-2023,Middle,Data Science
Global_Job,Product Manager,Company (501-1000 emp.),103056.82,1145.0,"Pandas, TensorFlow, Java, Docker, JavaScript","Saint Pierre and Miquelon, Lake Mark",25-08-2024,Middle,Management
Global_Job,DevOps Engineer,Company (51-200 emp.),Negotiable,,"GCP, JavaScript, Python, Docker, Pandas, AWS","Argentina, Lake James",01-09-2023,Middle,DevOps & Cloud
Global_Job,Data Engineer,Company (501-1000 emp.),65914.92,65915.0,"AWS, Python, GCP, TensorFlow, Excel, Docker","Dominica, Patriciastad",13-10-2024,Middle,Data Engineering
Global_Job,DevOps Engineer,Company (501-1000 emp.),Negotiable,,"Pandas, SQL, Docker, Java, AWS, TensorFlow","Azerbaijan, South Danaland",11-09-2023,Middle,DevOps & Cloud
Global_Job,AI Researcher,Company (201-500 emp.),Negotiable,,"GCP, Python, Pandas, Kubernetes","Albania, Lake Mary",03-06-2025,Middle,Data Science
Global_Job,Data Scientist,Company (1001-5000 emp.),Negotiable,,"Excel, AWS, SQL, Docker, TensorFlow, GCP","Malaysia, Hammondshire",05-07-2024,Middle,Data Science
Global_Job,AI Researcher,Company (10000+ emp.),Negotiable,,"Kubernetes, Pandas, Docker, Python","Malaysia, Port Christopher",10-03-2024,Middle,Data Science
Global_Job,Product Manager,Company (1001-5000 emp.),Negotiable,,"JavaScript, AWS, Excel, Python, GCP","Estonia, Zimmermanside",16-12-2024,Middle,Management
Global_Job,AI Researcher,Company (10000+ emp.),105500.91,1172.0,"Python, GCP, Excel","Anguilla, Davidhaven",02-02-2024,Middle,Data Science
Global_Job,Data Scientist,Company (5001-10000 emp.),Negotiable,,"Kubernetes, Java, GCP, TensorFlow","Estonia, Antonioside",20-08-2023,Middle,Data Science
Global_Job,Data Scientist,Company (10000+ emp.),Negotiable,,"Python, SQL, Excel, Kubernetes, Docker","Bosnia and Herzegovina, North Janice",25-06-2024,Middle,Data Science
Global_Job,QA Engineer,Company (Jan-50 emp.),Negotiable,,"Kubernetes, SQL, Excel, AWS","Bahrain, South Troy",22-11-2024,Middle,QA & Testing
Global_Job,Product Manager,Company (10000+ emp.),Negotiable,,"AWS, TensorFlow, JavaScript","Guinea, Lake Michael",19-09-2023,Middle,Management
Global_Job,AI Researcher,Company (51-200 emp.),111262.09,1236.0,"Python, Pandas, Kubernetes, TensorFlow","Costa Rica, Jordanside",12-11-2023,Middle,Data Science
Global_Job,AI Researcher,Company (1001-5000 emp.),91074.52,91075.0,"SQL, Excel, AWS","Bangladesh, Weekstown",08-12-2024,Middle,Data Science
Global_Job,QA Engineer,Company (51-200 emp.),Negotiable,,"Python, Java, Docker","British Indian Ocean Territory (Chagos Archipelago), Parkerport",15-08-2024,Middle,QA & Testing
Global_Job,QA Engineer,Company (Jan-50 emp.),100133.52,1113.0,"TensorFlow, AWS, Java, Python, Pandas, Excel","Cayman Islands, Rubioview",31-03-2025,Middle,QA & Testing
Global_Job,Data Scientist,Company (501-1000 emp.),86826.63,86827.0,"GCP, Python, SQL, Kubernetes","British Virgin Islands, Port Carolynberg",09-05-2025,Middle,Data Science
Global_Job,DevOps Engineer,Company (1001-5000 emp.),Negotiable,,"Kubernetes, Pandas, Python, Excel, JavaScript, GCP","Benin, North Anthony",02-12-2024,Middle,DevOps & Cloud
Global_Job,DevOps Engineer,Company (1001-5000 emp.),82772.81,82773.0,"GCP, JavaScript, AWS, TensorFlow, Java","Burundi, Johnland",26-08-2024,Middle,DevOps & Cloud
Global_Job,Product Manager,Company (51-200 emp.),83630.39,83630.0,"GCP, SQL, TensorFlow, Python, Java","Bahrain, Lake Hannah",05-02-2024,Middle,Management
Global_Job,QA Engineer,Company (5001-10000 emp.),83899.16,83899.0,"Docker, Excel, AWS","Argentina, East Julie",21-12-2023,Middle,QA & Testing
Global_Job,Data Engineer,Company (51-200 emp.),Negotiable,,"Python, JavaScript, Pandas, Java, SQL","Cyprus, New Luis",13-12-2023,Middle,Data Engineering
Global_Job,Data Scientist,Company (201-500 emp.),81654.81,81655.0,"SQL, Pandas, Excel","Honduras, New Rebecca",12-07-2025,Middle,Data Science
Global_Job,DevOps Engineer,Company (201-500 emp.),Negotiable,,"TensorFlow, Python, SQL, Pandas, Java, Kubernetes","Cuba, West Amychester",25-05-2024,Middle,DevOps & Cloud
Global_Job,AI Researcher,Company (1001-5000 emp.),94664.67,94665.0,"GCP, Java, JavaScript","Denmark, Port Rachel",23-01-2024,Middle,Data Science
Global_Job,Product Manager,Company (5001-10000 emp.),Negotiable,,"Python, Pandas, JavaScript, Java","Anguilla, New Catherine",13-09-2023,Middle,Management
Global_Job,Data Scientist,Company (201-500 emp.),Negotiable,,"Python, GCP, AWS","Australia, Lake Aaronfort",11-12-2024,Middle,Data Science
Global_Job,AI Researcher,Company (10000+ emp.),65093.78,65094.0,"Java, Kubernetes, JavaScript, Excel, GCP, Python","Bouvet Island (Bouvetoya), North Connieborough",07-04-2024,Middle,Data Science
Global_Job,Data Engineer,Company (Jan-50 emp.),Negotiable,,"SQL, Java, Python, GCP, Kubernetes, TensorFlow","Bangladesh, South Heather",30-04-2024,Middle,Data Engineering
Global_Job,DevOps Engineer,Company (201-500 emp.),Negotiable,,"Excel, SQL, GCP","Bolivia, Jessicaside",18-01-2025,Middle,DevOps & Cloud
Global_Job,QA Engineer,Company (51-200 emp.),62493.47,62493.0,"TensorFlow, Docker, Excel, AWS, Kubernetes, SQL","Bahamas, Montgomeryburgh",09-04-2025,Middle,QA & Testing
Global_Job,Product Manager,Company (1001-5000 emp.),65532.38,65532.0,"Docker, Pandas, SQL, Excel, TensorFlow","Ghana, West Nataliestad",22-11-2024,Middle,Management
Global_Job,Data Engineer,Company (51-200 emp.),92850.91,92851.0,"Docker, TensorFlow, Pandas","Bahrain, Yangton",07-06-2025,Middle,Data Engineering
Global_Job,Data Engineer,Company (5001-10000 emp.),87226.69,87227.0,"Docker, SQL, Kubernetes, Pandas, TensorFlow, Python","Christmas Island, Lake Christopher",21-11-2023,Middle,Data Engineering
Global_Job,DevOps Engineer,Company (201-500 emp.),Negotiable,,"TensorFlow, GCP, JavaScript","Greece, Patelfort",14-04-2024,Middle,DevOps & Cloud
Global_Job,AI Researcher,Company (501-1000 emp.),Negotiable,,"Python, AWS, Java, Docker, JavaScript, Excel","Armenia, Holmesfurt",28-01-2025,Middle,Data Science
Global_Job,Data Engineer,Company (201-500 emp.),108831.37,1209.0,"Java, AWS, Kubernetes, JavaScript, TensorFlow","Kiribati, Joseborough",06-09-2023,Middle,Data Engineering
Global_Job,QA Engineer,Company (Jan-50 emp.),Negotiable,,"Excel, TensorFlow, Pandas","Angola, Samuelstad",20-02-2025,Middle,QA & Testing
Global_Job,Data Scientist,Company (501-1000 emp.),Negotiable,,"SQL, GCP, Python, Java","Liechtenstein, North Michael",21-06-2024,Middle,Data Science
Global_Job,Data Engineer,Company (10000+ emp.),Negotiable,,"AWS, SQL, Java, Kubernetes","Monaco, Port Julia",03-01-2024,Middle,Data Engineering
Global_Job,Product Manager,Company (1001-5000 emp.),Negotiable,,"AWS, GCP, Excel, Pandas, TensorFlow","Eritrea, Vasquezhaven",28-05-2025,Middle,Management
Global_Job,DevOps Engineer,Company (501-1000 emp.),Negotiable,,"JavaScript, SQL, Python","Sweden, West Diana",16-12-2023,Middle,DevOps & Cloud
Global_Job,Product Manager,Company (201-500 emp.),Negotiable,,"Excel, TensorFlow, Docker","Azerbaijan, Flynnmouth",20-07-2024,Middle,Management
Global_Job,Data Scientist,Company (Jan-50 emp.),53524.78,53525.0,"AWS, Docker, TensorFlow","Chile, Laurenbury",02-02-2025,Middle,Data Science
Global_Job,QA Engineer,Company (10000+ emp.),74129.31,74129.0,"Kubernetes, JavaScript, TensorFlow, Java, AWS, Python","Cameroon, Kaitlinberg",06-01-2025,Middle,QA & Testing
Global_Job,Data Scientist,Company (51-200 emp.),Negotiable,,"Pandas, Python, GCP, Docker, SQL, Excel","Chad, Lake Connieside",30-04-2024,Middle,Data Science
Global_Job,Product Manager,Company (Jan-50 emp.),Negotiable,,"TensorFlow, Excel, Pandas, Java, SQL, GCP","Australia, Port James",14-02-2025,Middle,Management
Global_Job,Data Scientist,Company (501-1000 emp.),Negotiable,,"Docker, Excel, AWS, TensorFlow, Java","Liberia, Gallagherport",01-02-2024,Middle,Data Science
Global_Job,Data Engineer,Company (201-500 emp.),Negotiable,,"Java, SQL, Pandas, Kubernetes, AWS","Benin, Jenningsfurt",29-06-2025,Middle,Data Engineering
Global_Job,Product Manager,Company (51-200 emp.),86715.54,86716.0,"Excel, Java, Python, GCP, Docker","Luxembourg, South Laurenview",08-11-2023,Middle,Management
Global_Job,Data Scientist,Company (10000+ emp.),98292.87,98293.0,"Java, Docker, JavaScript, Kubernetes, SQL","Ethiopia, Obrienborough",10-03-2024,Middle,Data Science
Global_Job,Data Scientist,Company (51-200 emp.),Negotiable,,"SQL, Kubernetes, TensorFlow, Python, Excel, Pandas","Guatemala, Sanchezbury",23-10-2024,Middle,Data Science
Global_Job,Product Manager,Company (501-1000 emp.),Negotiable,,"Docker, SQL, GCP, TensorFlow","Bangladesh, Alexisview",25-08-2023,Middle,Management
Global_Job,Product Manager,Company (5001-10000 emp.),82544.55,82545.0,"Kubernetes, Docker, Pandas, Java","Congo, Kellyberg",23-02-2025,Middle,Management
Global_Job,Data Scientist,Company (5001-10000 emp.),92917.31,92917.0,"SQL, AWS, GCP","Antigua and Barbuda, North Carlos",18-05-2024,Middle,Data Science
Global_Job,AI Researcher,Company (1001-5000 emp.),Negotiable,,"GCP, Python, Java, Pandas, Excel","Eritrea, West Kevin",23-11-2024,Middle,Data Science
Global_Job,DevOps Engineer,Company (5001-10000 emp.),74477.5,74478.0,"JavaScript, SQL, TensorFlow, Java, Pandas","Antarctica (the territory South of 60 deg S), New Jesuston",18-07-2023,Middle,DevOps & Cloud
Global_Job,AI Researcher,Company (201-500 emp.),Negotiable,,"Java, GCP, AWS, JavaScript, TensorFlow, SQL","Albania, Goodfurt",25-09-2023,Middle,Data Science
Global_Job,Data Scientist,Company (201-500 emp.),Negotiable,,"Excel, Pandas, Java, JavaScript, TensorFlow","Taiwan, East Cynthia",14-10-2024,Middle,Data Science
Global_Job,DevOps Engineer,Company (201-500 emp.),62504.73,62505.0,"TensorFlow, AWS, SQL, JavaScript, Python, Docker","Andorra, Matthewstad",30-06-2024,Middle,DevOps & Cloud
Global_Job,DevOps Engineer,Company (1001-5000 emp.),102440.63,1138.0,"AWS, Java, JavaScript, Docker, TensorFlow, SQL","Iraq, Gutierrezburgh",26-07-2023,Middle,DevOps & Cloud
Global_Job,Product Manager,Company (10000+ emp.),88650.2,88650.0,"AWS, GCP, SQL, Docker, Pandas, Excel","Afghanistan, Kyleton",20-10-2024,Middle,Management
Global_Job,Data Scientist,Company (501-1000 emp.),Negotiable,,"GCP, AWS, Pandas","Cambodia, Port Danny",07-09-2023,Middle,Data Science
Global_Job,AI Researcher,Company (201-500 emp.),69042.31,69042.0,"Pandas, GCP, Java, JavaScript","Congo, East William",29-11-2024,Middle,Data Science
Global_Job,DevOps Engineer,Company (10000+ emp.),Negotiable,,"Java, Pandas, Docker, JavaScript, Kubernetes, AWS","Comoros, Jacobfurt",15-07-2023,Middle,DevOps & Cloud
Global_Job,DevOps Engineer,Company (5001-10000 emp.),62612.56,62613.0,"Pandas, TensorFlow, SQL, Excel, Python","British Virgin Islands, North John",04-10-2023,Middle,DevOps & Cloud
Global_Job,QA Engineer,Company (5001-10000 emp.),69787.54,69788.0,"Kubernetes, Excel, GCP, Python, Java, JavaScript","Falkland Islands (Malvinas), Lake Jonathon",28-05-2025,Middle,QA & Testing
Global_Job,AI Researcher,Company (51-200 emp.),Negotiable,,"SQL, Python, Docker, Excel","Honduras, New Andreaport",26-11-2024,Middle,Data Science
Global_Job,AI Researcher,Company (5001-10000 emp.),79343.65,79344.0,"SQL, GCP, TensorFlow, AWS","Bolivia, South James",18-10-2024,Middle,Data Science
Global_Job,QA Engineer,Company (51-200 emp.),Negotiable,,"Python, Docker, Excel, SQL, JavaScript","Bolivia, Grantview",23-08-2023,Middle,QA & Testing
Global_Job,Data Scientist,Company (10000+ emp.),83542.49,83542.0,"Java, GCP, Kubernetes, AWS, Docker","Argentina, Cherylborough",12-05-2025,Middle,Data Science
Global_Job,Data Scientist,Company (501-1000 emp.),Negotiable,,"GCP, Docker, Python, Excel, AWS, Kubernetes","Algeria, Ramostown",15-03-2025,Middle,Data Science
Global_Job,QA Engineer,Company (10000+ emp.),84677.89,84678.0,"TensorFlow, Kubernetes, Excel, SQL, Python, JavaScript","Central African Republic, Joseport",09-04-2024,Middle,QA & Testing
